"Filename",FingerCode,QualityScore,"OptionalError",Quantized,Resampled,UniformImage,EmptyImageOrContrastTooLow,FingerprintImageWithMinutiae,SufficientFingerprintForeground,FDA_Bin10_0,FDA_Bin10_1,FDA_Bin10_2,FDA_Bin10_3,FDA_Bin10_4,FDA_Bin10_5,FDA_Bin10_6,FDA_Bin10_7,FDA_Bin10_8,FDA_Bin10_9,FDA_Bin10_Mean,FDA_Bin10_StdDev,FingerJetFX_MinCount_COMMinRect200x200,FingerJetFX_MinutiaeCount,FJFXPos_Mu_MinutiaeQuality_2,FJFXPos_OCL_MinutiaeQuality_80,ImgProcROIArea_Mean,LCS_Bin10_0,LCS_Bin10_1,LCS_Bin10_2,LCS_Bin10_3,LCS_Bin10_4,LCS_Bin10_5,LCS_Bin10_6,LCS_Bin10_7,LCS_Bin10_8,LCS_Bin10_9,LCS_Bin10_Mean,LCS_Bin10_StdDev,MMB,Mu,OCL_Bin10_0,OCL_Bin10_1,OCL_Bin10_2,OCL_Bin10_3,OCL_Bin10_4,OCL_Bin10_5,OCL_Bin10_6,OCL_Bin10_7,OCL_Bin10_8,OCL_Bin10_9,OCL_Bin10_Mean,OCL_Bin10_StdDev,OF_Bin10_0,OF_Bin10_1,OF_Bin10_2,OF_Bin10_3,OF_Bin10_4,OF_Bin10_5,OF_Bin10_6,OF_Bin10_7,OF_Bin10_8,OF_Bin10_9,OF_Bin10_Mean,OF_Bin10_StdDev,OrientationMap_ROIFilter_CoherenceRel,OrientationMap_ROIFilter_CoherenceSum,RVUP_Bin10_0,RVUP_Bin10_1,RVUP_Bin10_2,RVUP_Bin10_3,RVUP_Bin10_4,RVUP_Bin10_5,RVUP_Bin10_6,RVUP_Bin10_7,RVUP_Bin10_8,RVUP_Bin10_9,RVUP_Bin10_Mean,RVUP_Bin10_StdDev
"00002384_N_500_palm_05.png",0,4,NA,0,0,65.42141,201.85738,160,76348,10,12,8,6,3,6,2,2,0,18,0.50332,0.30532,105,160,0.30625,0,194.23821,0,40,15,2,5,1,4,0,0,0,0.60458,0.24426,205.59436,201.85738,23,20,15,8,3,4,0,0,0,0,0.42794,0.17569,7,3,8,15,7,24,24,47,28,21,0.34694,0.28858,0.29344,94.78104,27,38,12,24,52,31,27,41,0,0,1.29181,1.13162
"00002478_N_500_palm_05.png",0,3,NA,0,0,84.65913,178.33650,144,91136,6,12,9,6,4,2,2,4,0,28,0.58618,0.32985,90,144,0.38194,0.05555,163.91897,0,36,14,8,5,4,3,2,1,0,0.62788,0.24368,183.77013,178.33650,25,13,6,7,8,7,8,10,4,1,0.53697,0.25109,14,12,16,12,18,14,12,34,35,27,0.34729,0.33425,0.38672,146.95602,41,34,16,14,38,27,38,53,0,0,1.42346,1.41254
"00002577_N_500_palm_09.png",0,37,NA,0,0,87.56248,165.87488,109,112094,7,22,11,11,7,3,7,1,1,22,0.48944,0.29130,54,109,0.19266,0.11009,159.39859,0,23,19,13,10,9,6,5,6,1,0.67922,0.24344,174.15936,165.87488,16,16,10,12,12,12,6,8,12,5,0.61506,0.21526,23,19,14,29,30,21,28,23,32,32,0.31113,0.37066,0.46179,214.73377,36,68,24,13,59,31,29,54,0,0,1.21319,1.18301
"00002573_Q_500_palm_03.png",0,66,NA,0,0,92.75037,152.35737,80,101265,6,5,7,12,4,10,10,17,8,6,0.43867,0.17580,40,80,0.42500,0.36250,142.87236,0,10,8,5,13,8,10,13,5,13,0.78010,0.13989,158.58154,152.35737,1,7,8,8,11,4,10,10,12,23,0.75213,0.17158,26,16,19,16,25,28,18,19,23,34,0.30453,0.36334,0.59613,256.93472,8,52,24,28,104,55,36,24,0,0,1.13598,0.72320
"00002433_J_500_palm_08.png",0,97,NA,0,0,69.24490,179.12155,62,128511,3,5,14,10,6,11,14,25,20,4,0.43928,0.14324,24,62,0.58064,0.58064,172.61323,0,13,0,10,7,9,13,21,22,17,0.76580,0.21999,187.83898,179.12155,6,6,5,9,9,10,9,15,35,31,0.76993,0.18130,48,38,30,34,32,13,15,27,25,26,0.22753,0.33384,0.64643,351.66023,7,39,51,49,153,50,24,26,0,0,1.10119,0.57288
"00002568_J_500_palm_04.png",0,25,NA,0,0,67.87724,147.30584,172,74743,9,16,6,9,5,3,5,3,1,11,0.43491,0.25618,122,172,0.31976,0.02325,130.76115,0,27,18,7,2,3,2,3,3,3,0.59836,0.29801,155.36985,147.30584,19,7,9,8,9,7,5,6,4,2,0.55774,0.23756,12,14,10,12,8,11,17,30,34,28,0.37850,0.34689,0.46298,145.37695,34,55,31,12,50,31,40,38,0,0,1.14334,0.90132
"00002568_J_500_palm_10.png",0,30,NA,0,0,64.08988,188.44008,166,67159,6,9,8,6,4,4,2,0,1,9,0.44769,0.26836,137,166,0.56626,0.03012,183.02855,0,23,8,6,1,3,2,3,0,3,0.49140,0.36361,196.81657,188.44008,3,16,9,7,3,2,6,4,8,6,0.63857,0.19944,8,15,15,19,17,17,12,12,12,7,0.20478,0.25130,0.44465,130.28454,21,44,25,6,53,30,23,33,0,0,1.22597,0.97313
"00002447_R_500_slap_06.png",0,54,NA,0,0,74.07411,190.37063,229,168183,20,32,15,19,14,16,9,7,3,12,0.38897,0.19529,89,229,0.79039,0.01746,181.23435,0,36,21,21,13,13,12,6,11,14,0.70883,0.22235,194.28360,190.37063,14,14,24,33,29,21,16,8,7,0,0.62249,0.17100,31,32,48,44,44,54,51,35,48,59,0.30147,0.36594,0.46723,324.25923,61,89,37,59,117,56,53,77,0,0,1.16787,0.87159
"00002475_S_500_slap_04.png",0,15,NA,0,0,72.30980,154.04800,186,97505,13,18,15,14,4,3,3,1,0,8,0.38127,0.21356,76,186,0.32258,0,144.74928,0,32,17,8,8,6,1,4,0,3,0.68756,0.18907,162.89978,154.04800,17,23,21,17,11,3,0,0,0,1,0.49506,0.15526,0,2,2,2,4,19,44,84,43,32,0.45485,0.32888,0.36227,148.17028,44,47,19,15,53,23,41,67,0,0,1.41560,1.33638
"00002547_Q_500_palm_03.png",0,57,NA,0,0,82.47639,157.40117,70,93549,5,7,7,5,15,8,10,12,8,5,0.42658,0.16652,40,70,0.31428,0.11428,146.03258,0,4,8,7,14,15,9,12,9,4,0.78236,0.13208,167.71236,157.40117,2,6,12,15,20,13,14,8,5,1,0.68057,0.13148,13,22,22,14,17,18,26,29,27,37,0.35326,0.40005,0.52042,207.12818,15,39,29,21,72,42,50,34,0,0,1.20749,0.70155
"00002433_J_500_palm_09.png",0,96,NA,0,0,73.33470,168.94195,83,154822,4,2,13,14,14,10,15,22,27,6,0.44922,0.15016,30,83,0.30120,0.54216,162.84822,0,9,4,5,6,14,15,25,26,23,0.80092,0.15619,175.65941,168.94195,15,13,5,3,6,7,12,14,37,41,0.73954,0.23042,52,46,45,56,25,18,17,15,36,36,0.23322,0.33748,0.62329,402.65064,8,63,30,42,145,92,43,21,0,0,1.09520,0.49230
"00002396_R_500_slap_10.png",0,13,NA,0,0,70.88415,183.95937,210,72858,18,7,8,2,4,0,1,2,0,13,0.46071,0.30538,151,210,0.71904,0.01428,179.58118,0,31,12,7,0,2,1,1,1,0,0.54665,0.30765,191.23333,183.95937,7,8,14,14,10,8,5,1,0,1,0.58664,0.15348,18,14,13,15,13,20,19,13,4,6,0.16205,0.20190,0.39053,121.84635,34,41,12,9,52,27,18,52,0,0,1.37031,1.23848
"00002550_J_500_palm_09.png",0,46,NA,0,0,70.23108,169.85055,67,67047,5,8,6,8,9,6,11,4,3,10,0.45768,0.23232,31,67,0.26865,0.02985,144.84786,0,9,8,12,5,7,13,7,4,5,0.76403,0.14473,177.49415,169.85055,10,8,9,9,11,9,5,11,8,4,0.63908,0.21302,22,13,12,18,23,19,18,25,22,20,0.27827,0.31550,0.56427,165.33182,11,31,7,26,45,42,26,20,0,0,1.16315,0.62480
"00002362_R_500_slap_09.png",0,40,NA,0,0,84.88085,159.94618,132,99840,10,10,8,13,8,9,4,9,1,14,0.45367,0.25067,100,132,0.25000,0.06060,150.81431,0,26,6,13,7,6,11,8,5,4,0.70934,0.20841,166.38928,159.94618,14,6,12,9,5,6,12,10,16,6,0.65703,0.21099,22,26,17,23,18,25,34,22,21,16,0.22626,0.26215,0.50535,217.30211,30,57,28,20,107,45,43,52,0,0,1.18427,0.75563
"00002458_J_500_palm_02.png",0,53,NA,0,0,51.78581,195.89084,122,82328,11,8,9,10,14,7,13,7,4,4,0.38966,0.15364,73,122,0.49180,0,181.18280,0,22,14,7,6,10,9,9,4,6,0.67901,0.26589,196.34320,195.89084,4,9,14,16,7,9,11,10,8,3,0.65882,0.17380,11,21,18,22,25,25,36,38,26,40,0.33376,0.36409,0.51968,183.44753,18,51,36,27,97,59,40,20,0,0,1.06808,0.50615
"00002437_S_500_slap_08.png",0,81,NA,0,0,86.77437,172.82614,51,97297,3,5,10,6,19,8,8,10,11,5,0.43080,0.16331,21,51,0.19607,0.27451,162.78346,0,8,2,4,10,9,15,16,12,9,0.75602,0.23020,178.13551,172.82614,0,2,4,6,5,15,18,26,20,0,0.77696,0.09772,31,28,28,26,25,18,8,10,13,9,0.16210,0.26404,0.60116,256.69595,5,38,26,40,106,64,29,22,0,0,1.11981,0.60463
"00002320_R_500_slap_06.png",0,41,NA,0,0,69.20327,161.96920,177,157532,19,27,19,23,12,14,8,0,1,22,0.42858,0.24771,19,177,0.29943,0.12429,150.66571,0,21,40,21,19,15,16,9,2,2,0.71815,0.18211,166.16794,161.96920,11,16,18,16,18,26,21,20,7,0,0.65248,0.17532,25,25,43,41,45,53,55,53,45,47,0.28978,0.33863,0.50354,328.81529,60,109,25,32,60,34,55,108,0,0,1.27433,0.97102
"00002569_S_500_slap_07.png",0,37,NA,0,0,67.49442,191.04507,104,93417,6,13,12,9,5,8,7,7,1,11,0.43939,0.23414,52,104,0.53846,0,183.82871,0,19,14,11,9,11,5,4,3,3,0.71829,0.17899,196.71356,191.04507,7,12,17,23,18,10,3,0,0,0,0.57990,0.13982,14,8,9,24,29,16,32,39,35,27,0.34933,0.37116,0.40455,162.63159,31,57,18,33,69,35,33,41,0,0,1.14318,0.77841
"00002319_N_500_palm_04.png",0,51,NA,0,0,60.47092,210.85878,78,60114,7,6,2,2,5,7,8,6,4,8,0.46122,0.23745,52,78,0.56410,0.01282,199.79756,0,17,9,5,3,4,6,4,6,1,0.60930,0.32649,211.84698,210.85878,8,11,13,8,12,8,2,3,0,0,0.55606,0.18396,14,13,10,15,7,17,17,15,22,14,0.29577,0.34287,0.40435,107.96307,10,29,28,21,61,34,20,22,0,0,1.12569,0.67332
"00002398_J_500_palm_09.png",0,24,NA,0,0,68.00547,154.01422,138,92281,10,12,4,13,11,3,5,4,3,17,0.48143,0.27312,100,138,0.68840,0.05797,142.37211,0,18,13,11,5,9,8,6,6,6,0.70223,0.23898,157.53346,154.01422,7,7,16,9,14,5,11,6,10,3,0.65029,0.18670,12,18,17,15,21,21,16,28,42,46,0.40341,0.40259,0.50865,201.93415,20,36,39,26,68,38,33,46,0,0,1.23605,0.88275
"00002357_N_500_palm_10.png",0,39,NA,0,0,82.85303,158.56590,78,73971,10,11,9,6,5,5,5,4,0,5,0.38884,0.19470,58,78,0.42307,0.05128,147.56580,0,15,6,11,9,8,3,3,2,3,0.68987,0.23744,170.70027,158.56590,8,8,7,7,11,13,10,8,3,0,0.64086,0.17907,18,8,8,11,17,27,17,15,12,13,0.25289,0.30995,0.47862,152.20243,23,52,10,22,48,33,27,31,0,0,1.11436,0.66009
"00002325_R_500_slap_04.png",0,29,NA,0,0,79.34485,163.95742,133,99505,12,12,10,14,5,7,5,1,1,13,0.43526,0.25587,72,133,0.23308,0.02255,154.39745,0,24,16,11,11,6,9,2,0,1,0.67383,0.23128,166.04845,163.95742,7,16,21,19,17,13,3,2,0,1,0.57759,0.15729,9,15,20,21,20,31,42,31,26,23,0.27998,0.29014,0.41533,171.95054,44,48,19,43,69,34,26,33,0,0,1.08247,0.89145
"00002593_Q_500_palm_05.png",0,36,NA,0,0,50.48982,209.41082,155,80343,10,10,9,9,3,9,2,6,0,5,0.38818,0.19085,110,155,0.69677,0,205.13851,0,31,8,10,9,3,1,0,1,0,0.61553,0.25758,210.74405,209.41082,4,19,28,10,7,0,0,0,0,1,0.51555,0.12336,10,10,12,20,26,38,13,27,10,12,0.22156,0.24742,0.35104,117.95038,16,46,24,21,80,34,27,46,0,0,1.30114,1.08132
"00002376_R_500_slap_03.png",0,78,NA,0,0,79.58267,176.37428,86,135632,3,14,12,16,13,11,14,21,6,8,0.42495,0.16956,25,86,0.48837,0.04651,167.56991,0,22,10,19,15,12,13,14,10,3,0.74508,0.16841,180.08377,176.37428,10,18,18,27,17,18,16,3,3,1,0.61329,0.16339,51,25,20,29,29,28,35,37,25,29,0.25649,0.34546,0.45967,256.49881,23,53,17,49,122,42,49,52,0,0,1.23875,0.90125
"00002304_R_500_slap_08.png",0,44,NA,0,0,73.41693,195.59394,117,78173,5,11,8,7,5,5,8,8,0,8,0.43430,0.22152,61,117,0.45299,0.03418,188.44265,0,17,13,13,5,3,2,8,1,3,0.69734,0.21092,197.78078,195.59394,11,14,14,9,5,4,2,3,5,3,0.55703,0.20655,14,9,6,7,9,9,29,21,19,17,0.34007,0.35998,0.40870,136.50599,16,40,13,28,54,25,18,20,0,0,1.13486,1.03772
"00002581_S_500_slap_08.png",0,70,NA,0,0,61.55681,187.67660,70,91434,5,7,10,11,11,8,9,9,3,7,0.42456,0.19126,42,70,0.62857,0.07142,179.61121,0,21,12,14,6,6,7,8,4,2,0.66088,0.27127,193.87949,187.67660,0,7,12,10,13,24,16,6,5,0,0.69112,0.12001,11,14,28,29,24,29,24,27,26,23,0.26828,0.31313,0.53639,212.94686,18,49,45,19,84,70,36,34,0,0,1.14624,0.63709
"00002577_Q_500_palm_10.png",0,15,NA,0,0,78.97822,152.83216,118,66925,8,10,8,4,7,3,3,0,0,13,0.47795,0.29143,98,118,0.50000,0.07627,141.81837,0,20,13,6,3,5,5,1,3,0,0.64833,0.25243,162.46297,152.83216,4,4,7,9,10,9,6,8,7,1,0.67762,0.16312,10,9,13,12,14,19,15,19,13,13,0.26400,0.29332,0.49089,145.30483,21,51,21,13,44,28,25,31,0,0,1.19388,1.01365
"00002408_R_500_slap_02.png",0,46,NA,0,0,67.49638,186.18175,94,88061,11,11,9,11,9,7,6,1,1,5,0.38021,0.18121,58,94,0.63829,0.04255,179.88409,0,12,12,15,10,3,7,7,3,2,0.70743,0.22131,190.09529,186.18175,1,8,13,12,19,12,6,7,1,2,0.65714,0.13269,7,22,18,29,28,29,17,19,16,17,0.23045,0.27721,0.47908,179.17630,21,58,25,27,61,37,24,35,0,0,1.11658,0.73406
"00002502_J_500_palm_09.png",0,1,NA,0,0,29.75681,238.73887,230,78216,19,6,6,1,2,3,1,0,0,27,0.57883,0.35809,172,230,0.53913,0,236.69377,0,50,6,0,2,2,0,3,0,2,0.44223,0.34531,239.78775,238.73887,29,16,10,3,4,0,6,2,3,0,0.41947,0.23180,1,2,3,4,10,17,27,42,42,28,0.43790,0.30943,0.30847,103.95495,52,48,12,7,37,18,22,56,0,0,1.31156,1.20831
"00002640_S_500_slap_02.png",0,50,NA,0,0,64.50496,201.51191,79,91485,2,11,8,11,16,10,6,7,5,7,0.42460,0.18711,50,79,0.58227,0,191.23307,0,23,15,14,12,9,6,2,2,0,0.66058,0.24956,204.20641,201.51191,16,24,25,18,7,2,1,0,0,0,0.49194,0.14687,4,13,20,19,24,33,31,26,29,36,0.33799,0.34696,0.33688,130.03827,16,52,30,34,109,68,19,30,0,0,1.11133,0.68547
"00002415_R_500_slap_05.png",0,30,NA,0,0,85.47587,150.79140,77,72915,12,13,6,3,3,4,3,2,2,9,0.43100,0.25777,44,77,0.58441,0.12987,142.04857,0,24,9,5,7,2,4,3,2,1,0.68384,0.19941,156.02321,150.79140,3,9,7,19,6,2,5,7,7,0,0.63361,0.16944,18,10,7,16,20,14,14,18,11,16,0.27464,0.36181,0.47378,144.02911,25,42,13,12,52,30,35,27,0,0,1.14941,0.71762
"00002523_J_500_palm_05.png",0,7,NA,0,0,50.84527,208.06686,123,41450,9,6,6,7,1,1,2,0,1,10,0.46941,0.29825,103,123,0.47967,0,190.92012,0,25,4,4,3,4,1,0,0,2,0.59874,0.27243,212.38786,208.06686,15,7,16,8,3,2,3,0,0,0,0.47163,0.19327,6,9,4,10,9,12,14,26,15,11,0.32293,0.32836,0.39068,75.79200,21,19,10,11,26,14,14,33,0,0,1.45088,1.34989
"00002443_Q_500_palm_10.png",0,58,NA,0,0,84.64693,164.20004,49,67558,3,5,6,7,9,10,2,6,5,6,0.44078,0.20244,28,49,0.40816,0.32653,155.59415,0,4,3,6,3,6,14,5,11,7,0.78739,0.15764,172.06368,164.20004,4,4,2,3,3,5,11,14,15,4,0.74094,0.18995,27,19,22,20,19,9,5,7,5,4,0.12421,0.20661,0.58680,174.28014,8,24,34,25,66,37,31,15,0,0,1.08914,0.48393
"00002645_S_500_slap_01.png",0,94,NA,0,0,76.63530,183.37059,88,138895,3,6,9,13,15,7,14,25,23,5,0.44092,0.14295,38,88,0.65909,0.21590,171.97768,0,7,8,9,13,13,18,21,17,14,0.78940,0.15527,187.06705,183.37059,10,13,16,10,22,19,11,9,13,12,0.66581,0.20100,35,36,32,37,27,25,47,42,39,35,0.27710,0.34466,0.50583,293.88851,15,49,29,58,134,48,31,14,0,0,1.03730,0.48247
"00001665_plain_500_08.png",0,5,NA,0,0,33.34204,178.35590,192,109708,28,15,9,11,7,3,8,5,2,57,0.58850,0.33670,76,192,0.32291,0,162.10797,0,59,23,19,13,8,12,5,1,5,0.63612,0.26949,182.57177,178.35590,17,36,31,22,15,14,6,3,3,3,0.54924,0.17712,26,31,26,29,26,41,26,52,52,71,0.38776,0.41530,0.39251,186.05097,47,79,18,39,80,44,49,81,0,0,1.30255,1.10472
"00002521_Q_500_palm_10.png",0,5,NA,0,0,69.48243,166.09296,244,111748,13,25,12,5,7,9,4,3,0,19,0.45471,0.27447,107,244,0.62295,0.01229,157.64247,0,49,21,10,8,4,3,0,1,1,0.60043,0.27207,171.38189,166.09296,18,22,19,19,12,9,4,3,2,0,0.53849,0.17251,5,10,11,14,18,36,55,79,40,16,0.31405,0.27243,0.40386,184.56385,41,49,16,24,76,40,34,67,0,0,1.30934,1.23989
"00002505_N_500_palm_10.png",0,8,NA,0,0,85.40902,179.73474,44,77861,5,5,6,6,5,4,2,5,0,20,0.57333,0.31513,30,44,0.43181,0.18181,174.45321,0,18,6,12,2,4,8,7,1,0,0.66681,0.25460,187.70162,179.73474,9,12,11,13,5,8,5,4,6,3,0.59771,0.20185,18,8,8,6,5,15,10,5,7,10,0.24738,0.34450,0.44090,144.61768,21,36,11,23,24,16,20,33,0,0,1.27926,1.07343
"00002314_R_500_slap_02.png",0,39,NA,0,0,66.08775,206.27158,30,57337,0,1,4,4,12,7,9,5,6,2,0.43014,0.13378,20,30,0.73333,0,199.42332,0,3,5,9,5,16,7,4,0,1,0.75709,0.15906,209.12904,206.27158,1,9,23,11,5,2,2,1,0,0,0.55878,0.11257,3,6,11,16,15,13,9,24,14,21,0.34540,0.37988,0.38621,94.62326,8,18,9,12,48,29,18,17,0,0,1.22445,0.80521
"00002584_J_500_palm_09.png",0,11,NA,0,0,20.80769,239.44676,233,123803,26,22,5,5,10,5,2,3,0,27,0.47823,0.31357,146,233,0.72103,0,238.45121,0,55,24,12,8,4,0,2,0,0,0.52740,0.32138,239.65145,239.44676,26,27,25,18,10,4,2,0,0,0,0.46393,0.17866,17,19,23,20,21,42,24,48,46,47,0.35875,0.36011,0.34391,176.08548,53,75,24,16,77,36,39,83,0,0,1.33424,1.25081
"00002359_J_500_palm_10.png",0,39,NA,0,0,74.86540,163.25213,105,103480,4,14,13,14,4,6,8,6,4,5,0.39863,0.17283,58,105,0.37142,0.07619,153.79955,0,12,16,5,5,13,0,6,9,12,0.73910,0.20659,163.25213,163.25213,16,11,15,15,11,9,11,11,8,5,0.60742,0.23142,16,14,26,16,22,20,32,23,14,34,0.31665,0.38444,0.50533,210.72426,31,44,14,11,34,17,29,33,0,0,1.19037,0.94461
"00002650_S_500_slap_08.png",0,73,NA,0,0,64.40290,208.89349,141,119501,12,13,10,8,13,13,11,15,5,4,0.39198,0.14537,74,141,0.29787,0.12766,204.75695,0,26,8,5,9,6,11,14,8,17,0.67397,0.30553,212.49250,208.89349,16,11,6,8,6,7,18,18,24,3,0.66869,0.23196,23,29,35,36,26,21,10,52,25,28,0.24918,0.29075,0.51722,252.40510,23,74,17,39,94,39,35,42,0,0,1.18314,0.87125
"00002320_R_500_slap_03.png",0,0,NA,0,0,75.88638,145.81088,255,109801,15,16,9,9,1,7,0,3,0,30,0.53916,0.32974,130,255,0.55686,0,134.89845,0,49,14,14,1,6,0,3,2,1,0.62635,0.24170,148.93777,145.81088,30,26,15,15,7,5,2,2,0,0,0.46206,0.17548,1,8,18,13,19,36,38,63,28,19,0.30223,0.25438,0.32705,150.11815,48,67,12,18,47,25,45,85,0,0,1.49888,1.47252
"00002353_N_500_palm_10.png",0,49,NA,0,0,80.73461,179.26861,134,79589,7,12,7,6,10,2,2,3,1,12,0.45946,0.27086,79,134,0.41791,0.42537,168.68163,0,32,4,7,3,5,2,4,1,4,0.40517,0.39510,187.99352,179.26861,6,4,4,3,6,4,10,10,10,20,0.75006,0.20417,17,22,21,19,7,12,10,14,16,15,0.24226,0.30717,0.54660,192.40341,24,62,26,4,106,31,51,47,0,0,1.19208,0.74133
"00002528_N_500_palm_07.png",0,81,NA,0,0,93.77567,153.11790,77,126276,5,14,11,12,6,10,13,25,11,4,0.41561,0.14304,28,77,0.32467,0.67532,138.00772,0,9,5,4,5,10,17,16,11,34,0.77960,0.22307,156.10226,153.11790,3,5,1,3,9,2,12,13,33,43,0.81988,0.16109,42,45,56,34,23,19,17,21,25,28,0.21311,0.31704,0.73022,388.48197,15,48,14,50,66,51,71,44,0,0,1.27222,0.77635
"00002475_J_500_palm_04.png",0,22,NA,0,0,40.03015,219.18243,105,39785,13,15,7,9,2,6,4,3,1,9,0.41000,0.23825,78,105,0.30476,0,194.39886,0,30,17,7,10,1,1,1,1,1,0.62045,0.26144,222.06516,219.18243,15,24,22,9,6,1,0,0,0,0,0.45628,0.15484,2,2,1,3,10,15,31,59,31,46,0.49307,0.37741,0.36051,66.69553,27,54,15,26,45,17,27,46,0,0,1.27231,1.08415
"00002475_J_500_palm_10.png",0,0,NA,0,0,43.61692,209.45546,101,67083,8,7,5,10,1,2,4,3,0,17,0.52961,0.31309,67,101,0.34653,0,202.05934,0,31,10,6,6,1,0,2,1,0,0.63631,0.22591,215.54628,209.45546,24,20,18,10,5,0,0,0,0,0,0.42145,0.17073,0,1,4,3,7,23,29,57,30,9,0.35575,0.25224,0.34667,104.34757,20,31,4,14,47,20,16,40,0,0,1.36577,1.09775
"00002514_Q_500_palm_03.png",0,63,NA,0,0,74.50325,193.29937,40,69090,2,3,6,4,12,5,5,7,9,3,0.43407,0.15839,29,40,0.45000,0.30000,187.52150,0,4,1,5,4,7,9,8,9,9,0.79458,0.16188,198.35713,193.29937,1,1,7,5,7,8,13,12,9,0,0.73227,0.13514,12,17,19,25,14,14,9,5,9,14,0.19951,0.26968,0.52724,158.70163,3,14,11,21,63,23,14,11,0,0,1.12803,0.47172
"00002611_Q_500_palm_03.png",0,86,NA,0,0,84.00207,177.41520,69,123518,0,0,10,11,12,12,19,19,21,4,0.45102,0.13232,36,69,0.85507,0.56521,168.95790,0,4,3,3,4,5,16,19,19,35,0.81671,0.16542,182.55815,177.41520,3,1,1,1,3,8,19,23,38,24,0.82411,0.12453,50,37,32,26,29,26,20,13,24,31,0.22878,0.33593,0.68961,359.97911,6,36,25,72,135,65,31,6,0,0,1.03503,0.39765
"00002569_S_500_slap_03.png",0,27,NA,0,0,69.82947,178.69685,151,118996,13,16,16,15,4,7,10,9,1,8,0.39387,0.19255,82,151,0.72185,0,171.48030,0,17,10,10,15,12,10,14,9,2,0.74900,0.16475,181.24014,178.69685,12,6,25,18,14,21,6,5,1,1,0.60118,0.17351,7,13,15,21,32,35,51,44,39,54,0.37558,0.37666,0.43095,215.47734,33,80,21,29,56,36,46,60,0,0,1.22905,0.99402
"00002338_R_500_slap_06.png",0,86,NA,0,0,87.85508,169.79980,110,138135,2,8,9,14,11,12,9,19,21,8,0.45956,0.17586,63,110,0.33636,0.42727,158.69843,0,8,3,4,6,13,17,21,11,30,0.80560,0.16344,172.62648,169.79980,7,6,11,3,5,4,10,17,18,48,0.78531,0.19086,31,59,46,42,25,20,16,37,33,30,0.23974,0.32865,0.63838,369.62634,10,41,28,47,137,77,48,34,0,0,1.17529,0.63616
"00002571_S_500_slap_07.png",0,90,NA,0,0,56.45982,213.75409,52,115031,2,6,12,13,9,6,16,17,15,2,0.41769,0.11847,25,52,0.59615,0.36538,210.00793,0,7,2,8,5,10,11,21,13,21,0.79014,0.18981,216.19002,213.75409,3,5,11,3,9,11,17,21,24,4,0.74792,0.15067,27,36,32,36,36,23,12,9,23,16,0.18393,0.25948,0.57753,274.33056,4,42,13,42,103,49,30,17,0,0,1.09638,0.44948
"00002588_J_500_palm_07.png",0,62,NA,0,0,55.23706,199.28792,71,59039,4,9,10,7,8,2,2,3,2,6,0.41865,0.21625,53,71,0.57746,0.08450,193.02791,0,11,10,9,6,7,6,2,1,1,0.69043,0.22987,204.94034,199.28792,4,6,6,4,13,12,4,7,4,0,0.65415,0.17980,9,14,14,10,20,18,12,12,12,14,0.26798,0.35626,0.50226,126.06916,18,39,8,26,45,27,18,7,0,0,0.96804,0.47638
"00002602_S_500_slap_08.png",0,73,NA,0,0,48.20433,219.01132,56,94825,10,9,8,11,7,8,10,12,3,2,0.37893,0.12549,31,56,0.32142,0.08928,215.48351,0,23,6,10,5,12,12,9,3,0,0.64151,0.30054,220.91402,219.01132,6,10,11,8,13,11,15,12,4,0,0.65342,0.17371,31,28,16,22,33,30,15,25,9,5,0.15810,0.20474,0.48601,195.37616,26,54,22,40,82,45,21,26,0,0,1.05677,0.68300
"00002555_S_500_slap_08.png",0,60,NA,0,0,97.66700,139.74284,68,100971,4,13,11,10,6,10,9,8,1,7,0.41557,0.19315,40,68,0.35294,0.50000,132.43996,0,11,12,9,3,10,11,11,4,8,0.70929,0.26055,151.79836,139.74284,2,5,9,7,6,8,2,8,18,30,0.77789,0.17528,19,17,24,22,27,23,11,24,18,32,0.29694,0.37561,0.61053,253.98034,12,52,56,15,85,68,41,44,0,0,1.16213,0.60821
"00002523_S_500_slap_06.png",0,81,NA,0,0,95.68886,152.33600,86,122814,3,11,10,12,4,11,13,13,11,9,0.44508,0.19342,38,86,0.33720,0.27907,136.58814,0,5,9,13,9,10,12,14,16,9,0.79110,0.12774,160.02981,152.33600,3,1,4,13,13,13,11,14,29,19,0.77344,0.14824,28,25,32,29,25,27,31,21,23,18,0.22275,0.29397,0.61096,320.75823,12,59,21,42,85,49,54,28,0,0,1.12351,0.59927
"00002373_R_500_slap_05.png",0,66,NA,0,0,82.50237,141.65282,96,98157,2,14,15,12,10,5,8,6,2,13,0.45095,0.23677,48,96,0.48958,0.41666,129.95877,0,12,8,8,5,11,12,14,9,8,0.75714,0.19617,150.09774,141.65282,2,6,8,12,6,6,7,14,15,19,0.75006,0.16994,27,34,30,31,27,26,15,23,12,12,0.17165,0.25822,0.59199,246.26917,24,61,27,22,55,58,39,41,0,0,1.16762,0.76112
